smiles,pka
Cc1ccc(C(=O)O)c(C(=O)O)n1,6.82
OCc1ccnc(-c2cc(CO)ccn2)c1,3.18
NC(=O)C1CSC(c2ccccc2O)=N1,1.45
Cc1cc(C)c(Cn2ccnc2)c(C)c1,6.46
O=C(O)c1cc2sccc2c(NCCO)n1,5.63
c1cc2cc(OC3CCCNC3)ccc2cn1,9.46
CCCCNCc1cc2cccc(C)c2nc1Cl,8.66
O=c1ccnc(SCC2CCCCC2)[nH]1,1.14
O=c1ccnc(SCc2ccccc2)[nH]1,0.88
O=C(c1ccncc1)c1ccc(Cl)cc1,3.17
Cc1csc(Nc2cc3ccccc3cn2)n1,3.39
COc1cccc(C#Cc2csc(N)n2)c1,3.04
NC(CCCCc1ccccc1)P(=O)(O)O,10.24
COc1ccc(C(N)P(=O)(O)O)cc1,9.36
N[C@H](C1CCCCC1)P(=O)(O)O,10.3
NC(Cc1ccc(O)cc1)P(=O)(O)O,10.27
CCC(CC)[C@@H](N)P(=O)(O)O,10.3
NC(c1ccccc1)C(O)P(=O)(O)O,9.29
CCCCN(C)c1cc(Br)cc(Br)c1O,1.23
CCCCN(Cc1ccccc1)c1ccccc1O,3.51
c1ccc2c(CN3CCNCC3)cccc2c1,9.31
O=C(O)c1cccc(Nc2ccccc2)c1,0.31
CCOc1ncnc2cc(OC)c(OC)cc12,3.74
CC(C)C1=NCC(=O)Nc2ccccc21,3.72
CNCC1(c2ccc(Cl)cc2)CCCCC1,10.14
CNCC1(c2cccc(Cl)c2)CCCCC1,10.1
NCCCCN1c2ccccc2Sc2ccccc21,10.2
Cc1sc2ncnc(SCC(=O)O)c2c1C,1.43
Cc1cc2c(SCCC(=O)O)ncnc2s1,1.71
C=C(Br)Cn1c(CC)nc2ccccc21,6.01
CCOCCn1c(C(C)O)nc2ccccc21,4.25
CSC1=NC2C(N1)N(C)C(=O)N2C,3.49
Cc1ccc(NC(=O)c2cnccn2)nc1,3.08
CCc1ccccc1NC(=O)CCn1cccn1,2.49
Nc1nc2ccccc2n1Cc1ccccc1Cl,7.59
CCCN(CC)c1[nH]cnc2nncc1-2,0.84
Oc1cc(-c2ccccc2)nn2cnnc12,0.62
Cc1cccc(C=NOCCc2ccccc2)n1,3.48
Oc1nc(S)ncc1Oc1ccc(Cl)cc1,0.71
Cc1ccc(SCCc2ccc(C)nc2)cc1,6.13
COc1ccccc1CNC(=O)c1ccncc1,3.4
O=C(CN1CCCC1)OCCCC1CCCCC1,7.06
O=C1CCCCC1Nc1ccc2ccccc2c1,2.75
Cc1csc(SCC(=O)Nc2nccs2)n1,1.49
CN(C)c1ccc(CSc2ccccc2)cc1,4.87
Clc1ccnc(/N=c2\ssnc2Cl)c1,2.3
Cc1ccc(C(=O)c2nccn2C)cc1C,3.87
Cc1cccc(N2C(=N)SCC2=O)c1C,2.21
COc1ccccc1Oc1cc(F)nc(N)n1,3.28
COC(=O)CSc1nc(N)nc(C)c1Cl,3.64
Nc1ccccc1SCc1c(Cl)cccc1Cl,3.14
CCc1ccc(CNCCc2ccccc2F)cc1,9.4
NC1(C(=O)O)CCCCC1c1ccccc1,9.8
CCCNc1ncnc2c1cnn2C1CCCCO1,3.76
O=C(CCC1CCCCC1)NCc1cccnc1,4.82
CCNc1cc(N2CCOCC2)nc(SC)n1,7.38
CC(=O)OCC(N)C(=O)c1ccccc1,6.68
O=C(O)CCCCCNC(=O)c1ccncc1,3.25
O=C1C=C(O)c2nc(O)ccc2C1=O,0.08
CCC(=O)N1CCn2c1nc1ccccc12,2.25
S=c1sc2ccccc2n1CCc1ccncc1,5.05
Cc1cc2ccccc2nc1-c1ccccc1F,3.04
Oc1nc2ccccc2c2ccc(Cl)cc12,1.31
O=C(C=NNc1ccccc1)c1ccccc1,2.05
CCCc1c(O)nc(SCC(=O)O)nc1O,0.49
Oc1nc(N2CCOCC2)cc2ccccc12,1.49
Nc1nnc(SCC(=O)Nc2nccs2)s1,0.31
O=C(NCc1ccncc1)Nc1ccccc1F,5.02
Clc1ccc2scc(CN3CCCC3)c2c1,8.36
O=C(c1cccs1)N1CCN(CCO)CC1,6.21
COCCCNc1ncnc2c1nc1n2CCCC1,3.54
Oc1c2c(nn1-c1ccccc1)CCSC2,2.28
Cc1ccc(Nc2ncnc(Cl)c2N)cc1,2.27
c1ccc(-c2cc3ccccc3cn2)cc1,4.53
Fc1ccc2cc(-c3ccsc3)ncc2c1,3.37
CSC(=S)NN=C(C)c1cccc(C)n1,3.6
Nc1ccc2c(c1Br)Cc1ccccc1-2,3.15
Cc1cccc(C(=O)OCc2cncs2)c1,2.4
c1ccc(-c2nccc3ccccc23)cc1,4.77
S=C(NCCN1CCCCC1)Nc1ccccc1,8.38
COc1cc(C)c(CN2CCSCC2)cc1C,8.1
Oc1ccc(Cl)cc1C=NN1CCCCCC1,2.98
Cc1nnc(NC(=O)C2=COCCO2)s1,0.03
Nc1ccccc1C(=O)C=Cc1ccccc1,2.72
N#CCc1nc2n(n1)Cc1ccccc1-2,0.13
C=CCc1c(O)nc(C)nc1N(CC)CC,2.2
CN(C)CCCN1CC(C(=O)O)CC1=O,9.3
COC(=O)CSc1ncc(OC)c(OC)n1,3.75
Cn1c(S)nnc1CNC(=O)c1cccs1,1.24
CCNc1nc(N=C(N)S)nc(NCC)n1,5.52
CCSc1nc(C)nc2sc(C)c(C)c12,2.58
N#CCc1cccnc1Sc1ccc(Cl)cc1,2.55
O=C(CSc1ccccc1)NCc1ccccn1,4.14
Nc1cc2c(cc1Cl)-c1ccccc1C2,2.75
CSc1nc(Cl)c(Br)c(N2CC2)n1,2.71
COc1ccccc1NC(=O)CN1CCOCC1,4.8
c1ccc(CCC2Cc3ccccc3N2)cc1,4.5
O=C(CSc1nccn1-c1ccccc1)NO,4.48
N#Cc1ccc(Oc2cccnc2)cc1C#N,4.61
Cc1cccc(N)c1-c1c(C)cccc1N,4.62
N=C(N)NC(=N)N1CCc2ccccc21,10.58
CCCCCc1nnc(NS(C)(=O)=O)s1,0.48
N#Cc1c(Cl)nsc1NCCN1CCOCC1,5.45
O=C(Nc1ccccc1)OCCc1ccccn1,4.52
COC(=O)CCCCCCCCC(O)CN(C)C,9.2
O=C(NCCNCc1ccccc1)c1ccco1,8.67
O=C(O)CSc1nc(O)c2ccccc2n1,1.17
Nc1c(C(=O)O)cnn1-c1ccccc1,1.87
CN(C)Cc1c(C#N)c2ccccc2n1C,6.92
COc1ccc(C2NCCc3sccc32)cc1,8.07
O=C(NCCc1c[nH]cn1)c1cccs1,6.55
C=CCSc1nc(C)cc2c1C(=O)OC2,2.6
N#Cc1ccc(C=NN2CCCCCC2)cc1,3.45
O=C(NN=Cc1ccccc1)c1ccccc1,1.89
Oc1ccc2ccccc2c1CNc1ccccc1,3.8
Oc1c(Cl)c(Cl)c2ncccc2c1Cl,2.1
O=C(O)c1ccc(N2CCCCC2)cc1O,3.77
O=C(Nc1ccc(F)cc1)c1cccnc1,3.51
CSc1nnc(O)n1-c1cccc(Cl)c1,0.04
COC(=O)c1sc(N)nc1C(C)(C)C,2.48
CC(C)Sc1nnc(O)n1-c1ccccc1,0.0
Fc1ccccc1COc1cccc2cccnc12,2.86
NCC[C@H]1CNC(c2ccccc2)=N1,9.69
N#CC[N+]1(Cc2ccccn2)CCCC1,2.86
N[C@H]1CCc2ccccc2C[C@H]1O,9.71
CCC(C)NCCOCCSc1ccc(Cl)cc1,9.99
Cc1ccccc1C(=O)OCCN1CCOCC1,6.0
Cc1ccccc1C(=O)NCCN1CCOCC1,6.06
CCCC/C=C1/CCC(CN(C)C)C1=O,8.86
O=C(O)C1CCN(Cc2cccnc2)CC1,8.39
CCOc1ccccc1OCCCNCc1ccccc1,9.23
Cc1ccccc1NC(=O)CSC1=NCCN1,8.53
COc1cccc(CNCc2ccccc2OC)c1,7.8
Cc1cccc(C)c1OCC(O)CNC(C)C,9.67
OC(COCc1ccccc1F)CN1CCCCC1,9.16
c1ccc2c(c1)ncn2CCN1CCCCC1,9.26
OC1(c2ccccc2)CCNC2CCCCC21,9.75
CCCN(CC1CC1)CC(O)c1ccccc1,9.8
Brc1cccc(CNCCCN2CCOCC2)c1,9.15
O=C(O)/C=C\C(=O)Nc1ccccn1,4.6
C/C(=N\NC(N)=S)c1ccc[nH]1,2.36
CC(C)C(=O)Cc1ccc2ccccc2n1,3.76
CN(C)Cc1ccc(O)c(CN(C)C)n1,8.34
CN(C)CCCNc1ncnc2[nH]cnc12,9.27
OCCN(CCO)c1ncnc2[nH]cnc12,3.85
N[C@@H](CP(=O)(O)O)C(=O)O,9.83
C1CCN(CC[C@@H]2CCCCN2)CC1,10.32
CCN(CC(=O)O)C(=O)c1cccnc1,3.79
C(=NCCN1CCOCC1)=NC1CCCCC1,6.15
O=C(CCc1ccccc1)NCc1cccnc1,4.82
C#CCOC(=O)[C@H](N)CC(N)=O,6.3
CCN(CC)CCn1ncc2c(N)ncnc21,9.44
CCC1CC(CSc2nc[nH]n2)OC1=O,0.75
CCOCCN1CCC(OC(C)=O)C(C)C1,8.94
CC(/N=C1\CCCCCN1)c1ccccc1,10.73
O[C@H](CCl)CNc1ccc(Br)cc1,3.83
O[C@H](CCl)CNc1cccc(Cl)c1,3.49
O[C@H](CCl)CNc1ccc(Cl)cc1,3.66
CC(C)NC(=S)N/N=C/c1ccccn1,3.05
Cc1cccc(Nc2nccc3ccoc23)n1,4.56
CCCCCCCNCc1nc2ccccc2[nH]1,8.55
CCCCCCn1cnc2ccc(C)cc2c1=O,5.47
NC(=S)N/N=C/c1ccc(Br)cc1F,0.52
COc1ccccc1-c1cc(C)nc(N)n1,4.43
O=C(NO)N/N=C/C1CC2C=CC1C2,1.86
Nc1ccc(SCc2ccc(Cl)cc2)cc1,4.38
CC(NO)c1c[nH]c2ccc(F)cc12,4.22
CC(NO)c1c[nH]c2ccc(I)cc12,4.25
NC(Cc1cc(O)c(O)cc1O)C(O)O,8.41
NC(=S)N/N=C1\CCCc2ccccc21,2.49
O=C(O)CNCCSc1ccc2ccccc2c1,9.92
O=C(O)CNCCSc1ccc2ccncc2c1,9.92
NNC(=O)c1c(N)sc2c1CCCCCC2,2.77
C#Cc1cncc([C@H]2CCCN2C)c1,8.16
C[C@H](N)Cc1ccc2c(c1)OCO2,10.01
C#CCN[C@H]1CCc2ccc(O)cc21,7.92
CCC(CCNC)Oc1cc(Cl)ccc1C#N,10.1
c1ccc(COC[C@H]2COCCN2)cc1,7.87
CC=CCNC(=O)OCCCc1c[nH]cn1,6.57
C=CCCNC(=O)OCCCc1c[nH]cn1,6.57
NC12C3CCC4C3C3C(CCC31)C42,10.86
O=C(CCSc1ccccc1)Nc1ncccn1,1.79
CC(C)CCCN1CCN=C1Nc1ccccc1,10.2
SC1=NCCC12C(S)=Nc1ccccc12,6.24
Cn1cc2c(n1)c(N)nc1ccccc12,2.54
CC(C)COc1ccc(Cl)cc1C1CC1N,9.52
O=c1[nH]c2ccc(Cl)nc2[nH]1,0.16
COc1ccc2[nH]c(=S)[nH]c2n1,1.1
Oc1c(Br)cccc1/C=N/c1nccs1,0.28
O=C(NCCN1CCCCC1)P(=O)(O)O,8.01
O=C(O)c1ccc(-c2ccccc2)cn1,5.3
Oc1c(Br)ccc2nc3ccccc3nc12,1.89
Oc1ccc(Br)c2nc3ccccc3nc12,0.35
Oc1cc(Br)cc2nc3ccccc3nc12,0.47
Cc1cc(Br)cc2nc3ccccc3nc12,2.11
c1cnc2ccc3nc4ncccc4n3c2c1,2.83
O=C1CC(c2ccccc2)n2ccnc2N1,3.47
O=C1CC(c2ccccc2)n2nccc2N1,2.19
CCCCNc1c(C(C)C)nc2ccccn12,7.29
C#Cn1ccnc1C#Cc1ccc(OC)cc1,4.2
Oc1ccc(Br)cc1CNc1ccccc1Cl,2.65
Oc1ccc(Br)cc1CNc1ccccc1Br,2.92
C(=C/c1c[nH]cn1)\c1cccnc1,6.14
COCCNc1nc(C)cc2c1c(N)nn2C,7.22
Nc1ccc2ncc(-c3ccccc3)n2n1,4.07
CCOP(=O)(Cc1ccc(N)cc1)OCC,4.38
Nc1ccc2cc(-c3ccsc3)ccc2n1,6.08
Nc1ccc2cc(C3CCCCC3)ccc2n1,6.26
Oc1ccc(Cc2nnc3nccnn23)cc1,0.74
COc1cc(CO)nc(-c2ccccn2)c1,4.13
O=C1NC(=S)S/C1=C/c1ccncc1,4.58
CCCCCNc1nc(SCC)nc2ncccc12,2.19
CCSc1nc(NCCCCO)c2cccnc2n1,2.19
CC1CC2(CCCCC2)NCc2ccccc21,9.99
CCN(CC)Cc1csc2ccc(Cl)cc12,9.18
C[C@@H](N)C(=O)NCc1ccccc1,8.39
N=C(N)Nc1ccc2oc(=O)ccc2c1,9.77
NCCCNC12CC3CC(CC(C3)C1)C2,10.81
CSc1nc(N)nc(SCc2ccccc2)n1,3.1
CSc1nc(N)nc(-c2ccccc2C)n1,4.25
O=S1(=O)NCCN1Cc1cccc(O)c1,0.18
COc1nc(C)c2c(C)ncnc2c1C#N,3.41
Cc1nc(N)c2c3c(sc2n1)CCCC3,4.93
CSc1nc(N)c2c3c(sc2n1)CCC3,3.63
Nc1nc(S)nc2sc3c(c12)CCCC3,2.94
NCCNc1ncnc2sc3c(c12)CCCC3,9.61
Nc1ncnc2sc3c(c12)CC1CC3C1,3.88
CC1CCc2c(sc3ncnc(N)c23)C1,3.91
CC1(C)CCc2sc3ncnc(N)c3c21,3.88
CC(C)[C@@H](N)CNCc1ccccc1,9.82
N[C@@H]1C[C@H]1c1ccccc1Br,9.56
CCCCCCc1cnc(N)n1Cc1ccccc1,9.09
CC(C)Cc1cnc(N)n1Cc1ccccc1,9.08
N/C(=N\O)c1cccnc1OC1CCCC1,2.51
CCO/N=C/c1ccccc1-c1ccccc1,4.11
CCCN(C)Cc1coc(-c2cccs2)n1,7.63
CCCNC/C(=N\O)c1ccc(OC)cc1,9.29
O/N=C(\NC1CCCCC1)c1ccccc1,4.62
O/N=C(\NC1CCCCC1)C1CCCCC1,5.42
COc1ccccc1Oc1ncccc1C(=N)N,8.7
O/N=C(\NC1CCCCC1)c1cccnc1,3.29
C#CCNCc1coc(-c2ccccc2C)n1,6.77
COCCCNCc1coc(-c2ccccc2)n1,7.98
CON=C(Cc1ccccc1C)c1cccnc1,4.22
CCCCC(NCC1CCCCC1)c1cccnc1,9.68
OC(c1cccnc1)c1ccc(Cl)cc1F,4.67
CCCCc1c(C)nc(NCC)[nH]c1=O,3.34
Cc1n[nH]cc1Nc1ccccc1C(C)C,3.08
CCCCCCCCNS(=O)(=O)CCNCCCC,9.04
COc1ccccc1CNC(=O)c1cccnc1,3.62
Cc1cc(O)c2c(N(C)C)cccc2n1,3.43
CCn1c(SCC(=O)O)nc2ccccc21,4.42
OC1CCC(Nc2ncnc3sccc23)CC1,4.04
Cc1nc2nc3c(c(O)n2n1)CCCC3,0.32
Cc1ccc(CC2SC(N)=NC2=O)cc1,0.9
CNc1ccc(/C=C/c2ccccc2)cc1,4.62
O=C(NCCN1CCNCC1)c1ccccc1O,9.26
O=C1CCN(Cc2ccccc2)CCN1CCO,7.68
O=C(NCCCN1CCOCC1)c1cnccn1,6.89
OCCN(Cc1ccccc1)Cc1ncccc1O,7.6
CC1(C)Nc2cccc3cccc(c23)N1,2.8
CCCN1CCC(NC2CCC(O)CC2)CC1,10.43
COc1ccc(C2C(=O)NN=C2C)cc1,1.08
Cc1ccccc1NC(=O)NCc1cccnc1,4.82
NC(CSc1ncccc1C(F)(F)F)=NO,4.39
OCC1OC(n2cnc3ccccc32)CC1O,5.38
Nc1ccc(C(=O)N(CCO)CCO)cc1,3.34
O=S1(=O)CCN(C2CCCCCC2)CC1,4.74
CC(Nn1cnnc1)c1cc(Cl)ccc1O,1.57
S=C(NCCCN1CCOCC1)N1CCOCC1,6.84
CCc1sc(N)nc1-c1ccc(OC)cc1,4.55
Oc1cccc(-c2ccc3nccn3c2)c1,6.33
CCOc1ccccc1C=NNC(=O)C1CC1,1.53
O=C(NCCc1ccncc1)Nc1ccccc1,5.05
ONC(=Nc1ccccc1)c1ccccc1Cl,5.75
COc1ccc(NC(=O)C2CCCC2)cn1,2.06
Clc1ccc(C2NCCc3sccc32)cc1,8.02
Nc1ccccc1C(=O)NC1CCCNC1=O,2.78
Cc1ccccc1C(=O)NCCCn1ccnc1,6.79
O=C(C=Cc1ccccn1)c1ccccc1O,4.51
c1cc(-c2nnc3n2CCCCC3)ccn1,3.9
CCN1CN=C(S)N(c2ccccc2C)C1,3.54
Cc1ccc(CNCCc2ccc(F)cc2)s1,9.58
COc1ccc(/N=C/c2ccccc2)cc1,3.11
OC(CNCCN1CCNCC1)Cc1ccccc1,9.57
Cc1nc(Cl)c2c(n1)NC(=O)CO2,2.38
Cc1oc(CN2CCOCC2)cc1C(=O)O,5.95
O=S(=O)(c1ccccc1)N1CCNCC1,7.16
O=C(CSc1nc[nH]n1)N1CCCCC1,0.73
Cc1nc(N)nc(Cl)c1CCC1OCCO1,3.88
CCCCN1C(N)=NC[C@@H]1CCCCN,11.7
CCCC1(CC)C(=O)NC(=O)N=C1N,1.95
Clc1ccc(N2CC2c2ccncc2)cc1,5.01
CCCCNS(=O)(=O)CCNCc1ccco1,7.21
CCOc1nc(C)cc(COC)c1C(N)=O,2.33
Nc1ncnc2c1ncn2-c1ccccc1Cl,3.31
O=C(CN1CCNCC1)Nc1ccccc1Cl,8.91
FC(F)(F)c1ccccc1NC1=NCCC1,7.61
CN1CCN(N=C(S)NC2CCCC2)CC1,7.02
SC(Cc1ccccc1)=NCCc1ccccc1,6.94
OCCNCc1cccc(-c2ccccc2)c1O,9.83
O=CN(CCNc1ccccc1)c1ccccc1,4.57
Oc1nc2cccc(Cl)c2c2ccccc12,1.58
CCCCCCCN1CCC(=O)N(CCO)CC1,8.35
Cc1ccc(NC(=O)Nn2cnnc2)cc1,1.19
Cc1cccc(OC(=O)c2cccnc2)c1,3.21
COC(=O)CSc1ncnc2c(C)csc12,2.09
NC(=O)c1cnccc1C=Cc1ccccc1,4.2
c1cc2c(cc1NC1=NCCO1)CCCC2,5.17
C=CCSc1nnc(CCc2ccccc2)n1N,2.01
CCC(=Cc1ccccc1OC)c1ccncc1,5.16
O=C(NCCN1CCOCC1)Nc1ccccc1,6.18
CN(C)c1ncnc2c1ncn2C1CCCO1,3.67
N#Cc1c(F)cccc1NCCCn1ccnc1,6.53
c1ccc(CN2CCOCCOCCOCC2)cc1,7.75
CC1=CC(c2ccccc2)n2ncnc2N1,2.84
CN(C)C1=NCCN1CCCCc1ccccc1,11.78
CNc1ccc(-c2cccc(CO)c2)cn1,6.17
C#CCCCc1nc2ccccc2c(=O)n1N,5.34
O=c1c2ccccc2ncn1Cc1ccccc1,4.78
CCN(CC)CC#CC(C)OCOCC#CCOC,8.76
CCCNC(=O)C(=O)NCC1CCCN1CC,8.24
c1ccc(Oc2ncnc3ccccc23)cc1,2.11
CC1(C)CC2CCC(O)C2C(CCO)N1,9.94
COCCCN1CN(Cc2ccco2)CN=C1S,5.9
O=c1nc2n(c3ncccc13)CCCCC2,2.24
Cc1ccccc1CC(=O)NCc1cccnc1,4.82
C/C(=N\O)c1ccc2[nH]ccc2c1,2.93
COc1ccc(/C=C/c2ccccn2)cc1,4.67
Cc1ccccc1NC(=O)NCc1ccccn1,4.14
Cn1ncc2c(NCc3ccco3)ncnc21,3.65
O=C(O)CCc1nc(O)c2ccccc2n1,0.39
Cn1ccnc1C(=O)c1cccc(Br)c1,3.87
CCN1CCN(C2CC(=O)NC2=O)CC1,7.4
CCOC(=O)C(=O)N1CCN(CC)CC1,6.93
N=C1C(=O)NC(=O)C1c1ccccc1,4.19
Cc1cc(C)nc(SCCN2CCCCC2)n1,8.31
COc1nccc(NCc2ccccc2)c1C#N,3.27
CN(C)CCCNCCCCNC(=O)/C=N\O,9.8
Cc1nnc(-c2ccc(Cl)cc2)nc1O,2.62
OC(CNCC1CCCCC1)COc1ccccc1,9.95
O=C(NCCCO)C(=O)NCc1ccncc1,5.02
NCCc1nc2cccnc2n1-c1ccccc1,9.6
CC#CCCc1nc2ccccc2c(=O)n1N,5.23
C=C(C)CN=CC1(C)CCC(C)=CO1,6.46
Cc1nc(CCNC(=O)c2cccs2)cs1,3.17
CC1COCC(C)N1C(=O)c1cccnc1,3.6
CCCCSc1[nH]nc(S)c2ncnc1-2,0.36
CON=C1C=C(C)C(=O)C(C)=C1C,3.87
O=C(CN1CCOCC1)NCCc1ccccc1,5.63
O/N=C(/CBr)c1ccc2ccccc2c1,2.02
Cc1ccc(CSc2cnc(C)nc2C)cc1,2.93
CCCCNC(=O)C(=O)NCc1ccncc1,5.02
COc1ccccc1OCC(O)CN1CCOCC1,6.53
CCCCCCCSc1[nH]cnc2nncc1-2,0.11
CCN1CCN(c2cnnc(O)c2Cl)CC1,6.59
COc1ccc(C(O)Cc2nccn2C)cc1,6.7
CC(C)(C)NCCCCOc1ccc(F)cc1,10.8
CCCCN1C(N)=NC[C@@H]1C(C)O,11.17
O=C(Cc1ccccc1Cl)Nc1cccnc1,4.38
CC(O)(Cc1ccccn1)Cc1ccccn1,5.49
N#Cc1ccsc1NC(=O)CN1CCOCC1,4.2
CSc1nnc(C(C)(C)C)c(=O)n1N,2.11
Cc1ccc(OCC(O)CN2CCCC2)cc1,8.97
Cc1nnc(SCCCOc2ccccc2)nc1C,2.11
CCOc1ccc(N=Cc2ccccc2O)cc1,2.48
OCCNCC12CC3CC(CC(C3)C1)C2,10.1
CCOP(=O)(OCC)C(O)c1cccnc1,4.61
CC(C)CCN=C(S)Nc1ccc(F)cc1,7.22
S=C(NCCc1ccncc1)Nc1ccccc1,5.05
CCOc1ccccc1CNCCCSc1nnnn1C,8.78
O=C1CC(c2ccc3ccccc3c2)NN1,2.56
Cc1ccc(N=Cc2ccccc2O)cc1Cl,2.02
CN1Cc2cnnn2-c2ccccc2C1C#N,4.7
CC1CCc2ccccc2N1C(=N)N(C)C,11.46
Cc1ccc(CCSc2ccc(F)cc2)cn1,6.13
COCCN(C)c1cc(C)c2ccccc2n1,6.62
Cc1ccc(CNCC(O)c2ccccc2)s1,9.01
Cc1ccc(C2=CSC3=NCCN23)cc1,5.67
CC1CCCCN1CC(O)COCc1ccccc1,9.5
CCN(CC)CCn1c(N)nc2ccccc21,9.56
CCOc1ccc(C=O)cc1CN1CCCCC1,7.29
O=C(Cc1ccccc1)OCCN1CCCCC1,8.42
c1ccc(C2CNCCc3ccccc32)cc1,10.13
Cc1ccc2[nH]c3c(c2c1)CNCC3,9.19
COc1ccc(CCNC2CCCCC2)cc1OC,10.48
CN1CCN(C(=O)Cc2ccccc2)CC1,7.08
CCOC(=O)CC(N)c1ccc(OC)cc1,8.62
CCN(CC)CCOC(=O)c1ccccc1Br,8.96
N[C@@]12CCCCC1CCc1ccccc12,9.89
CN[C@]12CCCCC1CSc1ccccc12,9.56
CN[C@]12CCCCC1CCc1ccccc12,9.98
C[C@H](CC1=NCCN1)c1ccccc1,10.69
C[C@H](Cc1ccccc1)C1=NCCN1,10.74
N[C@]1(C(=O)O)C[C@H](F)C1,9.42
Fc1ccc(-c2nc3ccccc3s2)cc1,2.07
N[C@@]1(C(=O)O)CC[C@@H]1F,8.4
Fc1cccc(F)c1-c1cn2ccsc2n1,3.33
Fc1ccc(-c2cn3ccsc3n2)cc1F,3.55
N[C@@H](CNC(=O)CBr)C(=O)O,8.5
CNc1ncnc(NCc2ccccc2)c1N=O,6.33
CCCc1nc2ccccn2c1NC(C)(C)C,7.32
O=C1NC(=O)C(c2c[nH]cn2)N1,5.99
CN(C)CCNc1cc(NCC2CC2)ncn1,8.77
C=C(C)C(C)N(O)c1cccc(C)n1,6.14
C=C(C)C(C)N(O)c1cc(C)ccn1,6.18
C=C(C)C(C)N(O)c1ccc(I)cn1,3.66
C=C(C)C(C)(C)N(O)c1ccccn1,5.37
CN(C)CC1CC(Cc2ccccc2)=NO1,8.13
CN1CC2ON=C(Cc3ccccc3)C2C1,7.86
Brc1ccc(N2OC3C=CC2CC3)nc1,2.62
C/C(=N\NC(=O)NO)c1ccccc1O,0.65
CSC(=S)N/N=C(\C)c1ccccc1O,1.69
Cc1nc2ccccc2nc1CSCc1ccco1,2.03
NCc1csc(NC(=O)c2cccnn2)n1,7.7
NCc1csc(NC(=O)c2ccccc2)n1,7.71
NCc1csc(NC(=O)c2ccccn2)n1,7.7
NCc1csc(NC(=O)c2ncccn2)n1,7.7
Cc1cccc(C)c1OCCNC1CCCCC1O,9.39
C[C@H](N)P(=O)(O)NCC(=O)O,9.29
O=C(COc1ccccc1Br)c1ccccn1,2.39
O=C(COc1ccccc1Br)c1ccncc1,2.82
O=C(COc1ccccc1Br)c1cccnc1,3.7
O=C(Cn1ccnc1)c1ccc(Cl)nc1,6.73
CC(C)NCc1ccc(-c2ccccc2)o1,8.86
c1cnc(SCc2nc3ccccc3o2)nc1,2.7
Nc1n[nH]c2ncc3c(c12)CCCC3,3.6
O=C(NCCCc1ccccc1)c1ccccn1,2.12
O=C(CCC1CCCCC1)NN=C1SCCS1,0.16
CSC(=NNC(=O)CCC1CCCCC1)SC,0.39
CSc1nc(NCCCCCO)c2ccccc2n1,5.17
CSc1nc(NCCCCCO)c2cccnc2n1,2.23
CC[C@H](CO)NC(=O)c1ccncc1,3.4
COc1ccc(CCN2CC=CCC2)cc1OC,8.42
CCCCCCCCCCCCCCCCC1=NCCCC1,9.46
C[C@H](N)P(=O)(O)OCC(=O)O,10.47
Brc1ccccc1Nc1ccc2ccccc2n1,4.13
NCCNC(=O)c1nc(Cl)c(N)nc1N,9.16
CCCCCCCCCCCCCCC(O)CNC(C)C,10.09
Nc1nc(COC(=O)c2ccccc2)cs1,4.12
O=C1CN2CCCC[C@@H]2C(=O)N1,4.47
O=c1[nH]cnc2cc(F)c(F)cc12,3.69
Cc1cc(C)c2nc[nH]c(=O)c2c1,5.63
COc1cc2nc[nH]c(=O)c2cc1OC,4.63
Cc1nc2cccc(F)c2c(=O)[nH]1,5.12
Cc1nc2cccc(C)c2c(=O)[nH]1,6.1
Cc1nc2c(N)cccc2c(=O)[nH]1,6.31
c1ccc(CNCCCNCc2ccccc2)cc1,9.58
N#Cc1ccc(Oc2cccnc2)c(F)c1,4.6
Ic1ccc(-n2ccc3ccncc32)cc1,5.36
C=COc1ccccc1OC(C)C1=NCCN1,9.27
O=C1NC(=S)N/C1=C\c1ccccn1,4.15
O=C(/C=C/c1nc2ccccc2o1)NO,0.12
N=C(N)NC(=O)c1nc(Cl)cnc1N,7.39
Cc1nn(CC2=NCCN2)c2ccccc12,8.29
Cc1cccc2cnn(CC3=NCCN3)c12,8.29
Fc1cccc2cnn(CC3=NCCN3)c12,8.28
Cc1cccc2nn(CC3=NCCN3)nc12,7.84
CN(C)C(/C=N/O)=N\c1ccccc1,7.4
Cc1ccc2c(cnn2CC2=NCCN2)c1,8.29
CCCCN1CC(C)(C)CN=C1/C=N/O,6.71
Nc1nc(Cl)nc(NCc2ccccc2)n1,4.36
Cc1ccc(NC2=NCCO2)c2c1CCC2,5.3
Nc1cccc2c1C1=NNC(=O)CC1C2,3.0
NC(=O)c1sc2nc3ccccc3n2c1N,4.62
N#CCc1nc(-c2ccccc2)n[nH]1,0.38
CC(C)Sc1nncc(/C(N)=N/O)n1,0.33
CNCCCCN(C)/[N+]([O-])=N\O,10.65
c1ccc(C2CCc3[nH]ncc32)cc1,2.88
C/C=N/NC(=O)c1cc(Br)ccc1O,1.0
CNC(=O)Nn1c(SC)nc2ccccc21,2.97
Oc1ccc(/C=N/c2ccccc2O)cc1,1.34
N#CC(C#N)=CNC(=S)c1ccncc1,4.33
Cn1cnnc1SCC(=O)Nc1ccccc1F,1.75
